URL,Label,length,num_didgit,num_special_chars,num_subdomains,https
https://www.google.com,0,22,0,3,2,1
https://www.amazon.com,0,22,0,3,2,1
https://locker-monrelais.com/,1,29,0,2,1,1
https://sweetwind.org/,1,22,0,2,1,1
